left_u,left_v,right_u,right_v
-110.47785858302723,60.36824059937768,150.59728551964773,78.74759167287387
-111.66864874186943,61.19407691315198,150.56896781125508,79.28327046824167
-111.65657230613829,60.567645603699525,148.75045561954224,66.74734285781659
-105.09046491448935,49.198161693919786,150.0182228033397,66.36056387146907
-104.22148088609015,49.622062998175736,150.10072938340096,66.17580273791496
-97.18510754315433,38.94139632461211,150.5947001397694,56.51189481521759
-91.3777303289306,29.463845727115505,149.18956247830994,45.4524773677578
-91.122173651091,30.6495591337688,148.91954452967713,46.16074785529605
-73.38318209139827,4.849369267499458,149.41713161170452,37.21454271866901
-69.6457571236788,-3.862421673190135,149.09382524536613,35.94666588204881
-69.97855726185448,-2.83009863341776,149.3393645780954,35.318782587917966
-59.425278409557976,-17.399360365561865,149.51472459466225,26.04389416421347
-54.70663188967854,-24.99485141825859,149.1578866474645,27.63947163214283
-42.63563654163136,-45.03294819559898,149.40297421136057,26.448825473352436
-42.38077015503875,-43.39295710514896,148.86578924900536,26.884257987770518
-35.94204551626673,-56.43528856696531,150.24843211161496,18.54641950160092
-35.15707019141589,-54.634251438928125,149.35935209824592,18.556636511188717
-26.03870683744917,-70.68785466559576,148.59888957235486,2.4998217158105214
-22.209017779531372,-75.70373070493602,148.778296908906,-5.678499001791499
-18.23620006201257,-79.96802118207542,148.78107472688873,-20.615298319643358
-19.87637044602628,-81.261636822502,149.75060669907958,-19.325069642047907
-19.856463552396775,-79.46143590904883,150.15007272548445,-26.191252566994333
-17.016849996100433,-84.59856910633518,148.9572526916841,-27.273976700636183
-13.404953650815823,-89.57617511295966,149.62098937207014,-26.937010299578326
-14.253819433001112,-89.89047956228508,150.32540518152612,-38.41341440598476
-13.454761995421837,-89.39760232195675,150.30563474574524,-45.04931328304477
-11.078468903726977,-93.16979170023691,149.05484281985093,-44.86771857479108
-11.282293903104328,-94.23724804975127,150.41179622619057,-50.99812910996693
-10.732372712816119,-92.4677242488806,149.76841460650814,-61.771760927060996
-7.777118694648783,-98.41979459009927,149.44894783844515,-70.73379958024708
-6.13905522349866,-101.25380473839297,150.25831265457464,-75.79834393551538
-2.8798792416470147,-104.50816694702183,149.0990176681368,-77.27903697845765
-3.7465590327725034,-104.50088358171561,149.17435607490117,-80.94879946214523
-2.6502679055070124,-104.832367747137,149.8226031620017,-80.1623818207036
1.1222705096487946,-111.69113048831164,149.349827896532,-79.95963213143347
2.5595505239034306,-112.31108479462232,148.76659524120652,-85.8547533539848
8.442045795537389,-122.56628946658164,148.78031982046147,-93.868046466407
8.906016797706808,-122.97954830835776,149.61822583768995,-93.78625333413247
7.80025216662677,-122.5314805984539,149.19539518728098,-107.76888820990811
11.192078551547622,-125.74368587989254,149.57219145479618,-116.08313838246227
13.340732530958874,-131.665786592227,148.8864370272906,-118.39046499201316
17.981072177693132,-138.0355559034584,148.57958251776944,-122.34275064571648
22.433461537545263,-144.20921761837664,148.82278279652968,-121.14122001265005
23.30034117031734,-145.37666987146366,149.9847317967879,-131.5164603798371
25.18988784008969,-147.03705930385905,148.56670445715116,-160.19076708708548
26.352920493090693,-150.80189355079352,148.36008837286371,-165.60383119605973
27.052030515290653,-152.3751460434906,148.3617622181527,-169.80919778973646
36.41358349248764,-166.4754822289094,149.97544351131444,-171.33980922018583
36.99745654493138,-167.13850280498983,149.59863032849051,-171.86449993989865
46.8404061573322,-183.10552182922862,148.60006894214956,-170.37982858175013
