left_u,left_v,right_u,right_v
-123.60785191576389,65.6898305296042,143.97212713390488,76.13717167107994
-115.31824964082996,54.03309554655977,143.80596633473854,75.95336117637451
-108.08475963610802,44.97607792617502,144.9339449305222,76.84039792803446
-107.53272818003906,45.35366786486703,144.09782016322507,64.319142120421
-101.08880803257999,34.69198319180719,144.34232433549684,64.69366074323834
-102.4205121341995,35.4053716170588,144.7831499260737,64.69149357336441
-95.89886584509122,25.144364120898302,143.88841766217632,64.45118654577739
-95.14516172328082,24.25778953666057,144.3415315731738,54.34536042835252
-89.21701038702513,16.616497592582974,145.489495388107,52.9067709316667
-87.93579990305143,15.21168441553146,144.6247124972653,34.34815920173902
-88.336919598638,15.761144502844342,144.89909217671922,32.866090989125794
-88.32321088764549,15.414169275103736,146.05283510548804,33.7799532574285
-82.64786173378226,7.763268374447973,146.50773626131385,24.78521343314653
-77.6048367976167,-0.598568963439849,146.34192420589363,23.76334766352993
-66.46216019144848,-16.810781820578157,145.98120461863326,25.34042964621911
-66.71467078949766,-17.0064868454003,144.94048965748118,15.561390238976209
-62.900401341437316,-23.08647436963175,146.28149146937565,7.011749823020532
-63.22875872138043,-22.924171420660045,145.79515303353543,6.660852456017091
-62.732293855929484,-23.202419741552887,146.74611348435036,-1.670948369009095
-52.58938378183011,-37.73854643996826,146.27926348013983,0.05550406612793457
-49.08128573045999,-43.072198226469744,146.68333140877849,-7.861715266569152
-49.40759810110384,-42.243309795503954,147.27538056634862,-8.735056359752939
-48.799190570224795,-43.668686536446295,145.72868978628009,-8.167843859359396
-45.20018864662953,-48.859400587768405,145.95941782510056,-9.121709494098022
-45.958161097992665,-49.829004382484335,146.12951888366678,-16.739811597948624
-33.925686866548425,-66.26559059300682,147.04972201123752,-29.981954217754353
-31.01209437776808,-71.64488345723339,146.70507919743068,-29.189128576552367
-29.57290597640205,-70.95040622962512,147.72870892980484,-29.172686839286797
-23.646280031184983,-81.38440774312322,146.0788572704682,-35.76606416777913
-23.076929001528587,-80.64304007610541,146.3963177536366,-35.99514358046855
-16.71322358634194,-90.61967188952505,146.73120874941367,-54.005086980994584
-17.503233281332168,-89.3854589467642,148.22844210924504,-59.014386386759824
-18.056868447376907,-89.52468860298211,146.87092347068517,-69.44848342016586
-15.42988448601438,-93.50653100300103,147.3121210547036,-85.01067869060121
-14.415257578246496,-94.09459861541099,147.57903962577498,-97.65747181395587
-8.918004133986557,-103.16408176869925,148.57862085158624,-96.45829258396697
-5.478503122434638,-106.29788341475357,147.98887035498961,-96.79081307632973
-4.478220585741773,-110.76634807793124,148.38055482823646,-101.22082872648467
-4.577646978724456,-110.09748582932872,148.20515703381915,-103.94642399631886
0.48409057143832857,-118.46057294942928,148.10287099830208,-108.64208504886999
2.5866398940720616,-120.10085270670675,149.7029357991414,-125.39854766225105
6.147761055282494,-123.94892509420666,148.36898034865624,-129.14282005674505
14.774863336333784,-137.092947302162,149.7786392773279,-131.63804716191933
13.088828177278026,-137.37069656572785,148.02445053671838,-132.28923022614578
18.727512012780217,-142.29560813802914,149.31320732612755,-141.2375285890044
26.168154198753403,-155.24433807654128,150.16100405447006,-153.3689188540647
30.276644003555262,-161.86696059413248,148.61525841264606,-155.2325490426176
32.507348434295764,-164.67092922030633,150.39250232727449,-158.86532817274824
37.45957112879171,-172.32457642454884,149.3888882844587,-160.42634966176612
40.50249586374619,-175.02959403511443,151.08331304685248,-181.39903885330784
