camera_u_centre,camera_v_centre,camera_X,camera_Y,camera_Z,roll_ψ_rad,pitch_θ_rad,yaw_φ_rad,track_gauge,track_width,sensor_height_pixels,sensor_width_pixels,focal_length_meters,pixels_per_meter
0.0,0.0,0.0,0.6,-2.165,0.0,-0.33335788713091696,-0.1270599695451872,1.435,0.11,720,1280,0.0058,181818.18181818182
