left_u,left_v,right_u,right_v
-109.02604782715412,63.619050425590004,153.7001359656486,77.62976850683988
-101.11547038332999,53.66672196044213,153.60916657606478,77.44019961263254
-101.51039326771468,52.16629807618554,151.61535746595007,64.94191356691661
-101.95816545846516,53.75951022228868,151.7255465116122,65.8328767383767
-95.12947155408942,43.1498940291419,151.49388091898743,55.03227912882303
-95.22880181039969,42.9845133720929,153.11933010897278,54.388692590384935
-94.50937067746973,43.054083657894346,152.01099145401346,55.60203474210306
-88.63334798043329,33.34105995875813,152.9109090836024,45.345664592220146
-88.8470731020364,33.73830216488757,152.7250248689675,44.98127719968465
-82.79817227533434,23.4689883060414,151.3665677072492,44.367565063733345
-73.26235349402772,6.473696606005358,152.1137507357278,33.881773329021186
-68.872164704869,-0.6734750511444628,151.31726758804035,35.54377518777903
-63.5997393066105,-7.890367454136939,151.89532589659086,25.13393906267918
-58.17750578477955,-16.02870430772536,150.8481833194172,15.831466464727189
-59.15696619620706,-15.737277782254585,151.379885837103,15.841746455651844
-58.606006274980906,-15.733752290678105,151.63685276331788,7.987342012143261
-57.96890813049012,-14.6669102983375,150.9157129223153,7.858245590528641
-55.29793513744655,-22.34959773410011,150.82948434213625,7.840014935479838
-53.59497913926285,-22.722365397358068,151.28951110487384,-7.384049159573809
-50.2421738429943,-29.964984350193273,151.46283615256135,-7.721024433779393
-47.0030774987614,-35.27023629299191,150.47563895818465,-15.14195610508088
-42.07850173959277,-42.634958869362656,150.87994807147282,-20.53609433311689
-42.8532396365493,-41.845032065179375,150.89372540734834,-27.286572647728217
-39.34597868381337,-47.296631883922146,150.41502238083584,-52.48257747861777
-39.5369512059383,-46.60658788796654,150.0789089374776,-51.15253482633726
-35.668736545720364,-53.077042070693025,149.0665157432104,-57.12395122826555
-29.098992957920213,-64.36029078352865,149.64404063466816,-57.78831910286274
-28.53868790489735,-64.28062420287851,149.6494536528196,-66.94844459243686
-29.26087492145446,-62.98646848236408,149.20941796364076,-73.32937003099892
-22.76560291222234,-73.24374632179088,149.13804424799426,-73.32477226811415
-22.499960295385417,-73.83096089664399,149.86004057338565,-77.24136216795831
-19.897091060994775,-78.62509192940549,148.92108426754947,-77.07347464357692
-16.788005107613373,-83.02536128648867,148.40250686295764,-86.57581744686397
-16.07823237090677,-82.3623150346808,148.7530101373005,-87.04284672086554
-14.521769754473638,-87.87197758910477,147.88061699018527,-91.01690520179699
-11.759983546648783,-90.73102038928717,147.80385799425693,-90.31526121770261
-3.913722048691852,-103.78715189326968,148.3594420237679,-95.11809848176674
0.8519821530086896,-111.35384496197807,149.42902145678968,-94.18426438854051
2.86903481225852,-114.31798921490085,147.76117363099817,-101.91664011014281
5.063630481089928,-116.71587160185383,148.594175677273,-106.44840871857718
7.600651522907201,-120.40437844216282,147.13585650819732,-112.51773247534558
7.367493229430645,-121.51103638846797,148.61259317319292,-117.44748526313981
11.117885101878436,-126.10138435063513,147.50290884086195,-130.23027128807033
17.074638550760085,-135.15441892519144,148.06180766014992,-134.33219119558572
18.382274635047708,-138.06592630670355,147.01746595109913,-141.34052389439967
23.69544217331802,-145.4073373211914,148.01312452752353,-152.48339487772313
25.931662477481517,-151.41763092374228,147.60928314104095,-156.1459654986755
32.0188695588445,-160.00689372045576,146.1764053495932,-168.91279918301868
40.90308753842216,-176.79743416561294,146.52836384178394,-171.5663601327958
42.49360217615558,-179.78208994857977,147.0085642212824,-179.7710467983969
