left_u,left_v,right_u,right_v
-108.65994239038983,63.24979475635048,152.54599466811052,78.92385511084939
-108.72254982780592,62.30815199869715,151.33038725503792,78.83758669429893
-102.27050726712724,51.48186417330291,152.30656351540384,77.40611360438491
-96.88790658956435,42.14376889765329,151.3635244180912,66.46406604829839
-96.28141820672869,40.97308447664293,151.34927730426378,67.60672934849536
-96.36330158158627,42.07379271633377,151.9290567197069,55.25353469203381
-89.91893013455382,32.07432415986048,151.3059754713459,56.19742147727284
-83.05975000731638,23.936384886870776,150.9433196049476,44.80676250313778
-83.79065058714123,23.556870204984225,150.25681888026634,36.12452122955074
-84.79486861628887,22.810575691332186,150.25287163216746,27.672849757958552
-79.15329614804824,14.234787076344372,150.41069719512018,27.642157980357446
-73.12040304271629,5.354169650101021,150.7064453629881,18.216215914955768
-73.60053412176804,7.106687624067366,150.14577368644834,17.675439310417236
-73.76441776526444,6.430536129551708,150.96895720716728,9.94959366141968
-68.69956032382733,-0.9713952287052443,150.04667236270214,9.576906400445925
-63.74434809097108,-10.161208440301824,151.65912980519937,9.074148022817177
-63.20479956242269,-9.97653617289303,151.06592087096362,-5.79493422752622
-62.53235191729617,-9.52358435818112,149.7305726658404,-5.879920248046308
-58.88355982664945,-16.86297541237819,151.4242443162741,-5.608164329685253
-57.964117227568714,-15.749786615880652,150.3641158450287,-13.488666355606261
-49.542254397445966,-28.90335920566845,150.31947400322272,-33.86187242380993
-49.29725168402333,-29.359483097402183,150.36321081151118,-32.23898074021598
-45.58717938519725,-35.92511582512792,149.63689048008436,-33.75055835362038
-45.60006476221325,-36.39381211656689,149.5853847458581,-40.26549735876089
-41.70779474896977,-42.24538545266961,150.08783171046272,-45.17112411562309
-38.258724837104104,-48.161282852708766,149.45024180869538,-56.48518488433096
-34.65171731142589,-54.282703320553644,150.15145106731632,-60.87598550495527
-27.928983099396277,-63.89130127055323,148.9386787404464,-76.56187538875464
-25.270220382659527,-69.85452560112772,150.25079647830287,-80.41970312171647
-25.653796255120366,-69.00189887345282,150.4855073087678,-81.721657570219
-21.776842160606602,-73.13958338382584,149.61300639566016,-89.17890027855515
-22.628789517003145,-75.05841741475216,148.98291003861914,-88.73541188957931
-18.40791404068374,-79.58598766018862,149.22948017091088,-92.67113000470201
-19.087370557172125,-79.03331001192822,149.09894483922406,-101.92023896213772
-10.60973477839621,-91.40617224674597,148.2972447256481,-105.15294545165129
-8.02338974467874,-96.12489790702307,148.44732722942115,-104.71254801454002
-8.758110092191092,-96.18797699272345,148.38862595458178,-111.33497687556866
3.0747188370351535,-114.79405168026827,149.59709606476653,-112.06068823421992
5.079809590295573,-117.50720673021016,148.56737018149212,-115.70474659595286
9.994151871302897,-123.66969606118163,148.0173437359168,-118.67669589616827
14.422182403395187,-129.292357893395,148.50238390346212,-122.68273357280601
15.682510363192659,-133.52437809460096,149.88425845170417,-124.37714840307862
15.130335613918055,-131.9864182662798,149.2200093666176,-130.51175334008647
18.2660600752101,-135.08098608310507,149.15895906421946,-137.2221409938394
20.39647072012547,-141.97747778036918,148.94985211050096,-141.9954420050969
22.864004053903972,-143.00626129910154,148.50917881299588,-145.00514127495472
25.796676704263422,-148.79798484007333,148.62687132586555,-157.17306894276643
32.25408631682548,-158.70721592176733,149.2544594200072,-161.2539961559158
31.19759779564526,-156.99595460444516,149.25470532896384,-161.7681289216184
33.779753300092466,-159.6065611931522,148.54195772006383,-170.88482402716133
