left_u,left_v,right_u,right_v
-121.79676272787029,44.25577199236204,137.96879997955395,65.9451867249682
-121.74714325092467,44.748203076231974,138.73520611914603,52.66964557588937
-113.67175696713736,34.49169736330674,138.72481181445792,53.63296955644215
-114.24617934577779,33.15367794597851,137.94919884471548,53.81934807781467
-106.71307850959782,23.17802409819464,139.11944091350216,42.546136473112135
-100.99473962980784,14.203709160890746,138.8338487743871,42.095245022053106
-100.87832087407921,14.179602620043289,138.84848478841417,42.693976218510464
-93.46496312406758,4.525768467272949,138.21514776410922,42.96927424771876
-94.60705540774272,4.535523294731165,139.19386274737371,31.2346352352139
-94.8804352500295,5.048775487761732,138.28978497007773,32.35732300383528
-87.37267089155317,-4.179923555492277,140.54465304528821,3.393415113226968
-89.20539041163791,-4.097586663728514,139.58957746663162,-4.923317311814941
-88.40028020381395,-3.009236302884775,139.94557604006317,-4.866585824278048
-83.35785515104796,-12.161798289898268,139.9364263598724,-13.540764148615757
-76.45022942365698,-20.058698230996754,140.7627681953108,-12.238901967148585
-72.06014014408404,-26.68123802385502,140.65879564931166,-12.475318177660297
-66.54469060013302,-34.61706526183373,140.17308515961128,-20.39378709902538
-62.8443319406779,-41.14006505348316,141.8139223515317,-19.754440396208622
-54.34949477496642,-54.21381552032341,141.2640078587545,-28.874615885600665
-50.49514538789758,-60.842309644151186,142.14787449607238,-41.2048912833767
-49.97388294128574,-61.84761519971177,142.50085680502292,-42.732000338620075
-49.96962443841396,-61.98857623839056,141.17250906797744,-42.37994145108926
-49.6751183005356,-61.79290281457412,142.0309838972526,-48.18908734291965
-41.32318614064567,-73.10217490755107,141.17506868134177,-47.64776423705712
-33.73810088543419,-84.22633208517934,141.92613903868326,-54.19974781336995
-34.690908486781765,-83.79844787268621,141.77537336804002,-55.24405836960381
-27.6620317316109,-93.10004282080415,142.7776202781191,-55.31487688048156
-24.844272824488478,-98.29435451436397,142.9940089017036,-54.81549843662256
-24.205387325051046,-97.64237186200947,142.10988448019654,-61.33264555386594
-21.547454781943102,-103.78326104381244,142.7625530488516,-82.38457662894994
-15.28966919784537,-111.89592430835462,144.0595733282705,-87.76187731481689
-4.332267877949869,-127.0220682093088,143.1359963985189,-92.43308297795241
-2.252785173983378,-131.35925832037313,143.7401912630003,-92.2352222253033
-1.7239335822526893,-131.6574415263903,144.36775631012847,-97.96371036143914
0.20949435299359553,-135.14704296454266,143.98366543377318,-105.54304040856553
2.2467528206765115,-137.9499654797926,143.62745042074832,-114.8992422440474
3.457359587232789,-141.9342380090732,143.60229248898094,-114.61602524596266
8.466770945138244,-147.06555438132042,144.86442421575805,-133.9667900927381
11.315399405678995,-149.963449035426,145.41329723572622,-132.88922870456295
13.236194607549468,-154.37238173083216,144.3917961223642,-136.434976265487
13.857446840288855,-156.95749049317058,144.53036509118604,-139.0558579614415
23.99337725025979,-169.26674824975353,145.52556418323684,-140.53997050703975
28.433861786361426,-176.73009364503142,145.34245803268252,-139.1816340590693
30.017684575689206,-179.74944803955773,145.06944960398565,-155.9346300592057
31.331528833545843,-181.06806517501644,146.4736620063906,-166.19077889013508
30.792953451194098,-181.94681562027532,147.3953180496608,-165.54316296256573
33.327452671202316,-185.29923537846147,147.75670110042228,-182.20665455878574
34.577923939845256,-186.88262131736306,146.3658931738299,-183.42468351869994
41.33619627852086,-196.5452423687448,148.284104174719,-189.98897509810303
42.95667894865255,-199.34116249986963,146.9445927455848,-194.8859268928863
